id,title,time,content,url
352,Binance Futures Will Launch IOST/USDT Perpetual Contract With Up to 50x Leverage,2020-02-20 09:03:51+00,"Fellow Binancians,
Binance Futures will launch IOST/USDT perpetual contract, with trading opening at 2020/02/21 08:00 AM (UTC). Users will be able to select between 1-50x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/02/20
 
Trade on the go with Binance’s mobile crypto trading app:
Download for Android
Download for iOS
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039606612-Binance-Futures-Will-Launch-IOST-USDT-Perpetual-Contract-With-Up-to-50x-Leverage
386,"Binance Lists FTX Leveraged Tokens: BULL, BEAR, ETHBULL & ETHBEAR",2020-01-17 09:38:39+00,"Fellow Binancians,
Binance will list FTX leveraged tokens BULL, BEAR, ETHBULL and ETHBEAR, and open trading for BULL/USDT, BULL/BUSD, BEAR/USDT, BEAR/BUSD, ETHBULL/USDT, ETHBULL/BUSD, ETHBEAR/USDT and ETHBULL/BUSD trading pairs at 2020/01/17 12:00 PM (UTC). Users can now start depositing the above leveraged tokens in preparation for trading.
Leveraged Token Listing Fee: 0 BNB. 
About BULL, BEAR, ETHBULL and ETHBEAR
BULL, BEAR, ETHBULL and ETHBEAR are ERC20 & BEP2 tokens issued by FTX that have leveraged exposure as shown below:

3X Long Bitcoin Token (BULL)
3X Short Bitcoin Token (BEAR)
3X Long Ethereum Token (ETHBULL)
3X Short Ethereum Token (ETHBEAR)

About FTX Leveraged Tokens
Users can buy leveraged tokens just like normal tokens on a spot market. However, there is no need for them to manage collateral, margin, liquidation prices, or anything that a normal margin user needs to manage.
To learn more about how the FTX leveraged tokens work, please read a detailed guide and walkthrough here: https://help.ftx.com/hc/en-us/articles/360032509552
Details:

Fees
Rules

Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2020/01/17
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038933471-Binance-Lists-FTX-Leveraged-Tokens-BULL-BEAR-ETHBULL-ETHBEAR
387,Adjustment to the Daily Interest Rates For Borrowing USDT and BUSD,2020-01-31 13:27:10+00,"Fellow Binancians,
Binance will reduce the daily interest rate for borrowing BUSD to 0.01% (from 0.02%) and will increase the daily interest rate for borrowing USDT to 0.0275% (from 0.025%), starting from 2020/02/01 0:00 AM (UTC). 
Please note that after the above time, all existing borrowed USDT or BUSD balances will have the daily interest rate automatically updated.
For further details, please refer to the full list of borrowing interest rates here.
Thanks for your support!
Binance Team
2020/01/31
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038997032-Adjustment-to-the-Daily-Interest-Rates-For-Borrowing-USDT-and-BUSD
388,Binance Launches Eleventh Phase of Binance Lending Products,2020-01-17 10:44:07+00,"Fellow Binancians,
Binance will launch the eleventh phase of Binance Lending Products at 2020/01/20 12:00 PM (UTC), where 30-day fixed term lending products will be made available. Further details are below: 

Subscription Format: First-come-first-served basis.
Subscription Period: From 2020/01/20 12:00  PM (UTC) to 2020/01/21 12:00 PM (UTC).
Interest Calculation Period: 2020/01/21 12:00  PM (UTC) to 2020/02/20 12:00 PM (UTC).
Interest Payout Time: Immediately after loan term matures. 

Lending Product Details (Subscribe now)




Digital Asset


Term to Maturity


Total Subscription Cap


Individual Cap


Annualized Interest Rate


Lot Size


Interest Per Lot at Maturity




USDT


30 days


30,000,000 USDT


1,000,000 USDT


6%


100 USDT


0.49315 USDT




ERD


30 days


500,000,000 ERD


25,000,000 ERD


15%


50,000 ERD


616.4383 ERD




 
Note:

ERD holders can earn rewards via our Lending Product supported by Elrond pre-staking. Users will not earn any additional staking rewards while participating in Lending Products.
Refer here for the Binance Lending User Guide;
Please refer to Binance Terms of Use prior to using any products on the Binance Lending platform.

Thanks for your support!
Binance Team
2020/01/17
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038934931-Binance-Launches-Eleventh-Phase-of-Binance-Lending-Products
332,Binance Launches Fourteenth Phase of Binance Lending Products,2020-02-13 10:31:25+00,"Fellow Binancians,
Binance will launch the fourteenth phase of Binance Lending Products at 2020/02/17 12:00 PM (UTC), where 15-day fixed term lending products will be made available. Further details are below: 

Subscription Format: First-come-first-served basis.
Subscription Period: From 2020/02/17 12:00  PM (UTC) to 2020/02/18 12:00 PM (UTC).
Interest Calculation Period: 2020/02/18 12:00  PM (UTC) to 2020/03/04 12:00 PM (UTC).
Interest Payout Time: Immediately after loan term matures. 

Lending Product Details (Subscribe now)




Digital Asset


Term to Maturity


Total Subscription Cap


Individual Cap


Annualized Interest Rate


Lot Size


Interest Per Lot at Maturity




BUSD


15 days


50,000,000 BUSD


5,000,000 BUSD


15%


100 BUSD


0.61643 BUSD




USDT


15 days


50,000,000 USDT


5,000,000 USDT


10%


100 USDT


0.41095 USDT




Note:

Refer here for the Binance Lending User Guide;
Please refer to Binance Terms of Use prior to using any products on the Binance Lending platform.

Thanks for your support!
Binance Team
2020/02/13
 
Trade on the go with Binance’s mobile crypto trading app:
Download for Android
Download for iOS
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039762031-Binance-Launches-Fourteenth-Phase-of-Binance-Lending-Products
333,Binance Will List COTI (COTI) - Deposit COTI Fast for a Bonus Airdrop!,2020-02-25 12:12:32+00,"Fellow Binancians,
Binance will list COTI (COTI) and open trading for COTI/BNB, COTI/BTC and COTI/USDT trading pairs at 2020/02/26 2:00 PM (UTC). Users can deposit their COTI now and participate in the COTI Deposits Activity below. 
Please note that we have only listed ERC20 and BEP2 COTI tokens. 
COTI Deposits Activity
From the time of this announcement to two hours prior to the start of trading, Binance will reward users with a percentage of their COTI deposits based on the time and position of their deposit amongst all COTI deposits. 

Tier 1: Users that deposit COTI within the first 28,721,078 deposited COTI tokens will receive an airdrop of 25% of the deposited amount.
Tier 2: Users that deposit COTI after the first 28,721,078 deposited COTI tokens but before the first 57,442,156 deposited COTI tokens will receive an airdrop of 15% of the deposited amount.
Tier 3: Users that deposit COTI after the first 57,442,156 deposited COTI tokens but before the first 86,163,234 deposited COTI tokens will receive an airdrop of 10% of the deposited amount.
Tier 4: Users that deposit COTI after the first 86,163,234 deposited COTI tokens but before the first 114,884,312 deposited COTI tokens will receive an airdrop of 5% of the deposited amount.
Tier 5: Users that deposit COTI after the first 114,884,312 deposited COTI tokens will receive an airdrop of 2% of the deposited amount.

Please note: Users can make multiple deposits that fall into different tiers and will receive rewards based on the corresponding percentage of each tier.
BONUS ACTIVITY
Be sure to check out the @Binance account on twitter to take part in an additional $3,000 COTI giveaway!
To learn more about COTI (COTI), read our full in-depth research report on the project here.
Terms & Conditions:

Rewards from this activity will be split into thirds and distributed to participants over 2 months. The first third of rewards will be distributed after the deposits activity ends, but prior to the start of trading. The second third of rewards will be distributed one month after the deposits activity ends. The last third of rewards will be distributed two months after the deposits activity ends.
All rewards will be distributed directly to participants’ accounts and will not be confirmed in a further announcement. You will be able to login and see your rewards via Account Center > Wallet > Distribution History.
All deposits that are made during the activity period will not be able to be withdrawn until the start of trading.
Binance reserves the right to cancel or amend any Activity or Activity Rules at our sole discretion.

COTI Listing Fee: 0 BNB. 
Details:

About COTI (COTI)
Fees
Rules

Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2020/02/25
 
Trade on the go with Binance’s mobile crypto trading app:
Download for Android
Download for iOS
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039754952-Binance-Will-List-COTI-COTI-Deposit-COTI-Fast-for-a-Bonus-Airdrop-
334,Binance Futures Will Launch BAT/USDT Perpetual Contract With Up to 50x Leverage,2020-02-12 09:00:48+00,"Fellow Binancians,
Binance Futures will launch BAT/USDT perpetual contract, with trading opening at 2020/02/13 08:00 AM (UTC). Users will be able to select between 1-50x leverage.
Further information:

Contract Specifications
Leverage and Margin
Binance Futures Fee Schedule
How to Switch Contracts 

Risk warning: Futures trading is a highly risky endeavor, with the potential for both great profits and significant losses. Please be aware that in the event of extreme price movement, there is a chance that all margin balance in your futures wallet may be liquidated.
Thanks for your support!
Binance Team
2020/02/12
 
Trade on the go with Binance’s mobile crypto trading app:
Download for Android
Download for iOS
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039719631-Binance-Futures-Will-Launch-BAT-USDT-Perpetual-Contract-With-Up-to-50x-Leverage
335,Binance Now Supports Deposits & Withdrawals for the Kava (KAVA) Mainnet Token,2020-02-12 05:15:39+00,"Fellow Binancians,
Binance now supports deposits and withdrawals for the Kava (KAVA) mainnet token. Additionally, we will continue to support deposits and withdrawals for the BEP2 KAVA token.
Users can freely choose between either network on the deposits and withdrawals page.
Thanks for your support!
Binance Team
2020/02/12
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039714651-Binance-Now-Supports-Deposits-Withdrawals-for-the-Kava-KAVA-Mainnet-Token
353,Binance Launches Thirteenth Phase of Binance Lending Products,2020-02-07 11:44:59+00,"Fellow Binancians,
Binance will launch the thirteenth phase of Binance Lending Products at 2020/02/10 12:00 PM (UTC), where 30-day fixed term lending products will be made available. Further details are below: 

Subscription Format: First-come-first-served basis.
Subscription Period: From 2020/02/10 12:00  PM (UTC) to 2020/02/11 12:00 PM (UTC).
Interest Calculation Period: 2020/02/11 12:00  PM (UTC) to 2020/03/12 12:00 PM (UTC).
Interest Payout Time: Immediately after loan term matures. 

Lending Product Details (Subscribe now)




Digital Asset


Term to Maturity


Total Subscription Cap


Individual Cap


Annualized Interest Rate


Lot Size


Interest Per Lot at Maturity




BUSD


30 days


20,000,000 BUSD


5,000,000 BUSD


8%


100 BUSD


0.65753 BUSD




USDT


30 days


20,000,000 USDT


5,000,000 USDT


6%


100 USDT


0.49315 USDT




ERD


30 days


500,000,000 ERD


25,000,000 ERD


15%


50,000 ERD


616.4383 ERD




Note:

ERD holders can earn rewards via our Lending Product supported by Elrond pre-staking. Users will not earn any additional staking rewards while participating in Lending Products.


Refer here for the Binance Lending User Guide;
Please refer to Binance Terms of Use prior to using any products on the Binance Lending platform. 

Thanks for your support!
Binance Team
2020/02/07
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039601011-Binance-Launches-Thirteenth-Phase-of-Binance-Lending-Products
196,"Binance Will Add LINK/USDT, LINK/TUSD, LINK/PAX and LINK/USDC Trading Pairs",2019-01-15 04:00:25+00,"Fellow Binancians,
Binance will open trading for LINK/USDT, LINK/TUSD, LINK/PAX and LINK/USDC trading pairs at 2019/01/16 10:00 AM (UTC).
Risk warning: cryptocurrency investment is subject to high market risk. Please make your investments cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your investment losses.
Thanks for your support!
Binance Team
2019/01/15
 
Find us on 
Telegram: https://t.me/binanceexchangeTwitter: https://twitter.com/binance",https://binance.zendesk.com/hc/en-us/articles/360021982271-Binance-Will-Add-LINK-USDT-LINK-TUSD-LINK-PAX-and-LINK-USDC-Trading-Pairs
336,"Binance Lists FTX Leveraged Tokens: EOSBULL, EOSBEAR, XRPBULL & XRPBEAR",2020-02-12 04:02:01+00,"Fellow Binancians,
Binance will list FTX leveraged tokens EOSBULL, EOSBEAR, XRPBULL and XRPBEAR, and open trading for EOSBULL/USDT, EOSBULL/BUSD, EOSBEAR/USDT, EOSBEAR/BUSD, XRPBULL/USDT, XRPBULL/BUSD, XRPBEAR/USDT and XRPBULL/BUSD trading pairs at 2020/02/12 08:00 AM (UTC). Users can now start depositing the above leveraged tokens in preparation for trading.
Leveraged Token Listing Fee: 0 BNB. 
About EOSBULL, EOSBEAR, XRPBULL and XRPBEAR
EOSBULL, EOSBEAR, XRPBULL and XRPBEAR are ERC20 & BEP2 tokens issued by FTX that have leveraged exposure as shown below:

3X Long EOS Token (EOSBULL)
3X Short EOS Token (EOSBEAR)
3X Long XRP Token (XRPBULL)
3X Short XRP Token (XRPBEAR)

About FTX Leveraged Tokens
Users can buy leveraged tokens just like normal tokens on a spot market. However, there is no need for them to manage collateral, margin, liquidation prices, or anything that a normal margin user needs to manage.
To learn more about how the FTX leveraged tokens work, please read a detailed guide and walkthrough here: https://help.ftx.com/hc/en-us/articles/360032509552
Details:

Fees
Rules

Risk warning: Cryptocurrency trading is subject to high market risk. Please make your trades cautiously. Binance will make best efforts to choose high quality coins, but will not be responsible for your trading losses.
Thanks for your support!
Binance Team
2020/02/12
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039712431-Binance-Lists-FTX-Leveraged-Tokens-EOSBULL-EOSBEAR-XRPBULL-XRPBEAR
354,Binance Global Broker Program Upgrade,2020-02-06 12:59:49+00,"Fellow Binancians,
Binance is committed to building an efficient and reliable infrastructure for blockchain and cryptocurrency. In order to comprehensively contribute to the global development of the industry, Binance aims to continue integrating and providing core blockchain services and resources, such as research and development, asset management, liquidity and product experience, to empower industry partners and the community.
Binance will further develop and share more products to advance its vision of an ‘open platform.’ The Binance Broker Program is one of the open platform services offered by the Binance.
Since its launch just four months ago, the Binance Broker Partner Program has been committed to promoting the development of global cryptocurrency and helping global financial institutions realize the free trading of blockchain assets. At present, more than 100 institutions around the world have applied to participate as a Binance Broker.
In order to provide more diversified services to brokers, Binance has recently upgraded the Broker Program as follows:

The Binance Broker Program now fully supports futures broker trading. Binance futures brokers receive high commission sharing, liquidity and trading depth from the Binance Futures trading platform.
The Program now supports API key mode access, allowing spot and futures brokers to access cryptocurrency trading quickly, lowering the development threshold to become a Binance Broker.

Program Details:

Please apply here to become a Binance Broker Partner;
Binance will recruit 150 Binance Broker Partners globally for the initial phase of recruitment;
Each quarter, Binance will review the performance of all broker partners and disqualify those who fail to meet the required monthly trading volume and locked BNB balance;
Binance reserves the right to cancel or amend the program rules at our sole discretion.

Thanks for your support!
Binance Team
2020/02/06
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360039567011-Binance-Global-Broker-Program-Upgrade
389,Binance Launches VIP Invitation Program,2020-01-20 10:07:15+00,"Fellow Binancians,
Binance is delighted to announce that we will extend the VIP Invitation Program promotion for another 3 months. To help users of other exchange platforms get started on Binance’s spot, margin and futures products, show us your trading volumes on competing exchanges and we will offer you a VIP tier that is one level higher than what you would have received if you had traded this volume on Binance.
Promotion Period: 2020/01/21 to 2020/04/21
Detailed Fee Schedule:

Binance Spot
Binance Margin
Binance Futures 

Detailed Terms: 

Based on your trading volumes on competing exchanges, we will look at what VIP tier level you would qualify for if you traded this amount on Binance. 
To qualify, your past 30 day trading volumes on competing exchanges must be equal to or higher than 50 BTC on spot or 250 BTC on futures.
You will be assigned a VIP tier that is one level higher than what your volumes qualify you for. 

For example, if your 30-day futures volume on another exchange is 225,000 BTC, which is equivalent to VIP 7 on Binance Futures, you can immediately become VIP 8 for the first 3 months through the VIP Invitation Program promotion. 
Or if your 30-day spot volume is 81,000 BTC, which translates to VIP 8 based on Binance spot volumes, we will offer you VIP 9 for 3 months. 

Your VIP tier allows you to enjoy fee discounts and other benefits across the entire Binance ecosystem, whether it’s Spot, Futures, or Margin trading. Please refer to our Key Account Coverage page for more details.
After the three-month period, your VIP tier level will be adjusted depending on your actual trading volume on Binance according to the VIP tier requirements.

How to Apply:
Please email vip@binance.com with details (e.g. screenshots) of your 30-day trading volumes on competing exchanges and if you qualify, a Binance Key Account Manager will get back to you shortly with the next steps. 
Thanks for your support!
Binance Team
2020/01/20
 
Find us on 
Telegram: https://t.me/binanceexchange
Twitter: https://twitter.com/binance
Facebook: https://www.facebook.com/binance 
Instagram: https://www.instagram.com/binance",https://binance.zendesk.com/hc/en-us/articles/360038986511-Binance-Launches-VIP-Invitation-Program
