url,strategy,symbol,performance,extractor
https://binance.zendesk.com/hc/en-us/articles/360041381132-Binance-Lending-Adds-TRX-and-LTC-to-Flexible-Deposits,highest,LTCUSDT,0.5042253521126789,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,ETHUSDT,0.7900274606156992,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,ADAUSDT,0.7797724399494459,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,VITEUSDT,6.598029556650244,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,XRPBEARUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,BNBBEARUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,BUSDUSDT,-0.1799759711654007,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,BNBBULLUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041649191-Binance-Will-Support-the-Upcoming-Proton-XPR-Airdrop-to-Metal-MTL-Holders,highest,MTLUSDT,26.781317600786615,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,BEARUSDT,-0.42471910112360406,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,ETHBEARUSDT,-0.2677506775067736,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,EOSBULLUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041076472-Notice-of-Removal-of-Trading-Pairs-2020-03-27,highest,BNBUSDT,0.7660743134087249,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,EOSBULLUSDT,0.5936507936507885,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,XRPBEARUSDT,-0.0442367601246106,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,XRPBULLUSDT,5.44784053156146,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041606651-CHZ-Competition-Has-Now-Concluded,highest,CHZUSDT,0.02239872915012109,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041026932-Binance-Futures-Tournament-Over-1-000-000-in-BNB-to-be-Won-,highest,BNBUSDT,0.40990426204014485,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041016752-Binance-Will-List-Community-Coin-Vote-Round-7-Winner-STPT-and-Has-Distributed-Rewards,highest,BNBUSDT,0.077823818656814,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,BUSDUSDT,-0.2,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,EOSBEARUSDT,0.27225501770957405,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041511351-Binance-Lending-Launches-Customizable-Fixed-Deposits,highest,BUSDUSDT,-0.18998297105078743,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041076472-Notice-of-Removal-of-Trading-Pairs-2020-03-27,highest,OMGUSDT,1.6875192604006224,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041613471-Binance-Will-Delist-All-FTX-Leveraged-Tokens,highest,BNBBEARUSDT,-0.3776927282668257,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360033377831-Binance-Lists-Chiliz-CHZ-,highest,BNBUSDT,0.8479055604831648,onlyBnb
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,BTCUSDT,0.9734939292538065,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041562392-Binance-Will-List-Solana-SOL-and-Launch-a-50-000-Bounty-Promotion,highest,BTCUSDT,0.1648024557701114,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,PAXUSDT,-0.1499198717948773,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,MFTUSDT,-0.2,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041822911-Binance-Completes-Cocos-BCX-COCOS-Mainnet-Swap-and-Opens-Deposits-Withdrawals-,highest,COCOSUSDT,3.33356890459363,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041381132-Binance-Lending-Adds-TRX-and-LTC-to-Flexible-Deposits,highest,TRXUSDT,0.6532423208191075,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041826351-Notice-of-Removal-of-Trading-Pairs-2020-04-03,highest,TCTUSDT,5.334482758620677,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041722011-Binance-Launches-Binance-Loans-20-off-Interest-Rates-Promotion,highest,BUSDUSDT,-0.2,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,BEARUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,BULLUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,EOSBEARUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,ETHBULLUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041278332-Binance-Has-Delisted-All-FTX-Leveraged-Tokens-and-Will-Complete-Distribution-of-BUSD,highest,ETHBEARUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039754952-Binance-Will-List-COTI-COTI-Deposit-COTI-Fast-for-a-Bonus-Airdrop-,highest,COTIUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040019611-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-January-2020,highest,ATOMUSDT,2.135800185013876,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039267892-Binance-Has-Distributed-First-Batch-of-January-Staking-Rewards,highest,ONGUSDT,0.2539559014267226,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039267892-Binance-Has-Distributed-First-Batch-of-January-Staking-Rewards,highest,KAVAUSDT,0.6285862247540179,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039671311-Binance-Adds-BUSD-Trading-Pairs-for-ATOM-DASH-NEO-WAVES-XTZ,highest,ATOMUSDT,-0.2417449384262112,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039671311-Binance-Adds-BUSD-Trading-Pairs-for-ATOM-DASH-NEO-WAVES-XTZ,highest,DASHUSDT,1.352598225602023,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039671311-Binance-Adds-BUSD-Trading-Pairs-for-ATOM-DASH-NEO-WAVES-XTZ,highest,XTZUSDT,0.383056606687771,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039265392-Binance-Adds-Eight-New-Crypto-Assets-to-the-Convert-Function,highest,ADAUSDT,-0.16636959811669888,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039265392-Binance-Adds-Eight-New-Crypto-Assets-to-the-Convert-Function,highest,LTCUSDT,0.4823144104803494,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039265392-Binance-Adds-Eight-New-Crypto-Assets-to-the-Convert-Function,highest,XLMUSDT,-0.12839753687525654,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039265392-Binance-Adds-Eight-New-Crypto-Assets-to-the-Convert-Function,highest,ETHUSDT,0.14041394335511984,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039232572-Binance-Futures-Will-Launch-ONT-USDT-Perpetual-Contract-With-Up-to-50x-Leverage,highest,ONTUSDT,4.9652892561983455,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039154812-Notice-of-Removal-of-Trading-Pairs-2020-02-07,highest,BNBUSDT,1.2880576426539436,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039601011-Binance-Launches-Thirteenth-Phase-of-Binance-Lending-Products,highest,BUSDUSDT,-0.12017561364997885,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039265392-Binance-Adds-Eight-New-Crypto-Assets-to-the-Convert-Function,highest,TRXUSDT,0.07726432532347977,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039601011-Binance-Launches-Thirteenth-Phase-of-Binance-Lending-Products,highest,ERDUSDT,-0.5170706760765083,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039566471-Binance-Will-List-LTO-Network-LTO-Deposit-LTO-Fast-for-a-Bonus-Airdrop-,highest,LTOUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039566471-Binance-Will-List-LTO-Network-LTO-Deposit-LTO-Fast-for-a-Bonus-Airdrop-,highest,BTCUSDT,1.3642815118378704,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039561391-Binance-Adds-BUSD-Margin-Pairs-for-BNB-and-ETH,highest,BNBUSDT,1.8697971415633403,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039265392-Binance-Adds-Eight-New-Crypto-Assets-to-the-Convert-Function,highest,XRPUSDT,0.033057117490388956,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039154812-Notice-of-Removal-of-Trading-Pairs-2020-02-07,highest,ETHUSDT,0.08590488897361227,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039561391-Binance-Adds-BUSD-Margin-Pairs-for-BNB-and-ETH,highest,ETHUSDT,2.639862023342622,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039150832-Binance-Adds-ICX-BTS-LSK-and-BNT-Stablecoin-Trading-Pairs,highest,BTSUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039149232-Binance-Extends-Zero-Maker-Fee-Promotion-for-BUSD-to-2020-03-06,highest,BUSDUSDT,-0.1600599101348022,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039150832-Binance-Adds-ICX-BTS-LSK-and-BNT-Stablecoin-Trading-Pairs,highest,BUSDUSDT,-0.1800299550674011,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039562671-Binance-Futures-Will-Launch-ATOM-USDT-Perpetual-Contract-With-Up-to-50x-Leverage,highest,ATOMUSDT,4.264871963230461,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043977611-Binance-Margin-Adds-Isolated-Margin,highest,BNBUSDT,-0.11623326925279125,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360031456871-Binance-Completes-WINk-Lottery-Draw-and-Will-Open-Trading-For-WIN,highest,BNBUSDT,0.523798807733508,onlyBnb
https://binance.zendesk.com/hc/en-us/articles/360032275071-Binance-Adds-NPXS-USDT-and-NPXS-USDC-Trading-Pairs,highest,BNBUSDT,0.08481848184818935,onlyBnb
https://binance.zendesk.com/hc/en-us/articles/360043489112-Bitcoin-Pizza-Day-Promotion-Up-to-50-000-in-BNB-to-be-Won-,highest,BNBUSDT,-0.08532248524280306,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360044033771-Binance-Will-Support-the-Upcoming-Theta-Network-THETA-Mainnet-Upgrade,highest,THETAUSDT,4.9234354654407175,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043967211-Binance-Adds-BUSD-Trading-Pairs-for-HBAR-MATIC-WRX-and-ZIL,highest,ZILUSDT,0.5216494845360888,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043486912-Notice-of-Removal-of-Trading-Pairs-2020-05-22,highest,NANOUSDT,3.117208016586033,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043486912-Notice-of-Removal-of-Trading-Pairs-2020-05-22,highest,LINKUSDT,0.8111971587826046,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043447612-Trade-ERD-to-Win-50-000-in-ERD-Tokens-,highest,BUSDUSDT,-0.1600359676291382,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360042900851-DATA-Trading-Competition-3-000-000-DATA-to-Be-Won-,highest,BUSDUSDT,-0.18998598037252265,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041375071-The-HTC-EXODUS-Binance-Phone-Activity-Has-Now-Concluded,highest,BNBUSDT,2.0171916642584296,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041076472-Notice-of-Removal-of-Trading-Pairs-2020-03-27,highest,XLMUSDT,0.17174721189590425,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041016752-Binance-Will-List-Community-Coin-Vote-Round-7-Winner-STPT-and-Has-Distributed-Rewards,highest,STPTUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041016752-Binance-Will-List-Community-Coin-Vote-Round-7-Winner-STPT-and-Has-Distributed-Rewards,highest,BTCUSDT,0.7458171209027354,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,XTZUSDT,1.9902691857548969,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,TFUELUSDT,4.039130434782617,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040740472-Notice-of-Removal-of-Trading-Pairs-2020-03-20,highest,USDCUSDT,-0.14983948635633468,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,ONEUSDT,-0.2,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040692692-Binance-Will-Support-the-Upcoming-Steem-Hard-Fork-and-Distribute-the-New-HIVE-Token-to-STEEM-holders,highest,HIVEUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040740472-Notice-of-Removal-of-Trading-Pairs-2020-03-20,highest,DUSKUSDT,2.2539877300613353,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,FETUSDT,1.4842105263157939,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040740472-Notice-of-Removal-of-Trading-Pairs-2020-03-20,highest,NULSUSDT,1.3111695137976325,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040632832-Binance-Lending-Adds-ETH-BCH-and-EOS-to-Flexible-Deposits,highest,ETHUSDT,0.4318306010929039,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041011131-TRX-Competition-Has-Now-Concluded,highest,TRXUSDT,1.9253985122210473,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041065471-Binance-Community-Coin-Vote-Round-7-STPT-vs-IRIS,highest,STPTUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,ERDUSDT,-0.2,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040632832-Binance-Lending-Adds-ETH-BCH-and-EOS-to-Flexible-Deposits,highest,BCHUSDT,1.562114537444939,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040632832-Binance-Lending-Adds-ETH-BCH-and-EOS-to-Flexible-Deposits,highest,EOSUSDT,0.7465310643439699,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040831951-Binance-Will-Support-EOS-EOS-Staking,highest,EOSUSDT,1.0427641691467526,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040821111-Binance-Lists-FTX-Leveraged-Tokens-BNBBULL-BNBBEAR,highest,BNBUSDT,-0.1604208387237661,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040874471-Binance-Futures-Adds-BTC-to-Cross-Collateral,highest,BUSDUSDT,-0.13003498250875334,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039659832-Binance-Will-List-Community-Coin-Vote-Round-6-Winner-MBL-and-Has-Distributed-Rewards,highest,MBLUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039565412-Notice-of-Removal-of-Trading-Pairs-2020-02-20,highest,BNBUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040019611-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-January-2020,highest,XTZUSDT,3.4021798365122637,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040009531-Binance-Community-Coin-Vote-Round-6-Has-Now-Started-MBL-vs-VIDT,highest,MBLUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039968311-Binance-Adds-Additional-Trading-Pairs-for-STRAT-and-AION,highest,BNBUSDT,-0.18342978578855026,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040019611-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-January-2020,highest,ONEUSDT,3.6251366120218598,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039565412-Notice-of-Removal-of-Trading-Pairs-2020-02-20,highest,PAXUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040019611-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-January-2020,highest,FETUSDT,2.7679272379128728,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039972971-Binance-Futures-Will-Launch-QTUM-USDT-Perpetual-Contract-With-Up-to-50x-Leverage,highest,QTUMUSDT,3.2673552194762028,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360039565412-Notice-of-Removal-of-Trading-Pairs-2020-02-20,highest,ONTUSDT,,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360044033771-Binance-Will-Support-the-Upcoming-Theta-Network-THETA-Mainnet-Upgrade,highest,TFUELUSDT,5.5631474891261385,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043486912-Notice-of-Removal-of-Trading-Pairs-2020-05-22,highest,BNBUSDT,0.41694890722248246,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360044030771-Binance-Options-Lists-ETH-and-XRP-Contracts,highest,XRPUSDT,0.3091283106197061,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360043449392-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-April-2020,highest,ERDUSDT,2.801098993997797,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360042235492-Notice-of-Removal-of-Trading-Pairs-2020-04-24,highest,LSKUSDT,1.4002385448762553,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360042235492-Notice-of-Removal-of-Trading-Pairs-2020-04-24,highest,DUSKUSDT,1.9505376344085896,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041323031-LINK-Competition-Has-Now-Concluded,highest,LINKUSDT,2.8334819477226993,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040740472-Notice-of-Removal-of-Trading-Pairs-2020-03-20,highest,BNBUSDT,1.1663803945524525,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041319691-Binance-Lending-Adds-ETC-and-LINK-to-Flexible-Deposits,highest,LINKUSDT,7.934674567084646,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040944772-Binance-Launches-18th-Phase-of-Binance-Lending-Products,highest,ARPAUSDT,6.786899563318782,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,BTTUSDT,0.09523407844790802,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041319691-Binance-Lending-Adds-ETC-and-LINK-to-Flexible-Deposits,highest,ETCUSDT,4.541549908968579,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041065471-Binance-Community-Coin-Vote-Round-7-STPT-vs-IRIS,highest,BNBUSDT,1.2328778921818098,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,ATOMUSDT,1.24041903099083,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040804492-Binance-Will-Support-the-COCOS-Mainnet-Token-Swap,highest,COCOSUSDT,10.971662125340591,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040812532-Binance-Has-Distributed-the-Second-Batch-of-Staking-Rewards-for-February-2020,highest,THETAUSDT,2.4405228758169852,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040573512-Binance-Futures-Increases-Maximum-Leverage-on-XTZ-USDT-Contract-to-75x,highest,XTZUSDT,3.429750593824224,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360041007291-The-Binance-Futures-BTC-Cross-Collateral-Campaign-Has-Now-Concluded,highest,BTCUSDT,-0.4500283445020559,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040335232-Notice-of-Removal-of-Trading-Pairs-2020-03-11,highest,BNBUSDT,0.35675149656453814,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040874471-Binance-Futures-Adds-BTC-to-Cross-Collateral,highest,BTCUSDT,0.0789499942832824,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040549771-Trade-and-Hunt-Chiliz-CHZ-Tokens-100-000-in-CHZ-to-Giveaway-,highest,BNBUSDT,-0.2620915032679618,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040393632-Binance-Has-Distributed-First-Batch-of-February-Staking-Rewards,highest,NEOUSDT,-0.017295980511564352,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040821111-Binance-Lists-FTX-Leveraged-Tokens-BNBBULL-BNBBEAR,highest,BUSDUSDT,-0.1600039996000444,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040549771-Trade-and-Hunt-Chiliz-CHZ-Tokens-100-000-in-CHZ-to-Giveaway-,highest,CHZUSDT,6.513703811463486,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040549771-Trade-and-Hunt-Chiliz-CHZ-Tokens-100-000-in-CHZ-to-Giveaway-,highest,BTCUSDT,-0.12213577943069776,relatedAgainstUsdt
https://binance.zendesk.com/hc/en-us/articles/360040530471-Binance-Will-Support-ARPA-Chain-ARPA-Staking,highest,ARPAUSDT,8.33563038371183,relatedAgainstUsdt
